"transcript","logFC","logCPM","LR","PValue","FDR","contrast","expression"
"TRINITY_DN64944_c1_g1_i1",1.452385255,-1.072920571,2.993162006,0.083616747,0.208143474,"T1_vs_CTL","up"
"TRINITY_DN62694_c0_g1_i2",1.013766113,1.434370037,2.992692317,0.083641,0.208143474,"T1_vs_CTL","up"
"TRINITY_DN44347_c0_g2_i1",1.712381793,-1.154814281,2.992561943,0.083647734,0.208143474,"T1_vs_CTL","up"
"TRINITY_DN140666_c0_g1_i1",1.304498032,-0.362663996,2.990721133,0.083742868,0.208214312,"T1_vs_CTL","up"
"TRINITY_DN99507_c0_g1_i1",1.461058246,-0.748017316,2.988577577,0.083853796,0.208383591,"T1_vs_CTL","up"
"TRINITY_DN55017_c0_g2_i1",1.486206887,-0.906661316,2.982744071,0.084156481,0.209073722,"T1_vs_CTL","up"
"TRINITY_DN42274_c0_g1_i1",1.180705978,0.202570677,2.978229288,0.084391552,0.209423177,"T1_vs_CTL","up"
"TRINITY_DN55100_c0_g1_i1",1.294626036,-0.416646865,2.975904808,0.084512858,0.209585878,"T1_vs_CTL","up"
"TRINITY_DN47410_c0_g1_i1",1.015257759,1.593788035,2.973707328,0.084627709,0.20977748,"T1_vs_CTL","up"
"TRINITY_DN64367_c0_g2_i3",1.099300435,0.936956369,2.967897935,0.084932149,0.210407524,"T1_vs_CTL","up"
"TRINITY_DN47714_c0_g1_i1",1.374192734,-0.852336942,2.964521419,0.085109639,0.21078485,"T1_vs_CTL","up"
"TRINITY_DN48856_c0_g1_i1",1.501121441,-1.162753871,2.961664879,0.085260109,0.211126276,"T1_vs_CTL","up"
"TRINITY_DN45395_c0_g1_i1",1.190346385,0.31099311,2.95662426,0.08552633,0.211660283,"T1_vs_CTL","up"
"TRINITY_DN44170_c0_g1_i1",1.470279103,-1.138069141,2.956154047,0.08555121,0.211690564,"T1_vs_CTL","up"
"TRINITY_DN58528_c0_g1_i3",1.118003901,0.655713151,2.953363337,0.085699034,0.211960949,"T1_vs_CTL","up"
"TRINITY_DN59534_c0_g1_i1",1.202817922,0.241500226,2.949022016,0.085929544,0.212375617,"T1_vs_CTL","up"
"TRINITY_DN36431_c0_g1_i1",1.204545023,0.242057771,2.944542418,0.0861681,0.212745366,"T1_vs_CTL","up"
"TRINITY_DN64195_c24_g1_i1",1.020012887,1.296866257,2.94065084,0.086375923,0.213132749,"T1_vs_CTL","up"
"TRINITY_DN64361_c0_g1_i3",1.287453871,-0.536769221,2.933970129,0.086733961,0.213827121,"T1_vs_CTL","up"
"TRINITY_DN59445_c1_g1_i2",1.003880359,1.595383078,2.931818183,0.086849632,0.214076602,"T1_vs_CTL","up"
"TRINITY_DN62080_c0_g1_i2",1.222352028,0.019994569,2.931071464,0.086889808,0.214116746,"T1_vs_CTL","up"
"TRINITY_DN62730_c0_g1_i3",1.328525032,-0.68451444,2.930663255,0.08691178,0.214119317,"T1_vs_CTL","up"
"TRINITY_DN61673_c0_g1_i2",1.012756324,1.341968374,2.924495552,0.087244489,0.214643237,"T1_vs_CTL","up"
"TRINITY_DN6440_c0_g1_i1",1.18816347,0.414107579,2.921848962,0.087387678,0.214869218,"T1_vs_CTL","up"
"TRINITY_DN65283_c0_g1_i1",1.160326523,0.083300743,2.920228122,0.087475496,0.214990423,"T1_vs_CTL","up"
"TRINITY_DN56966_c0_g1_i1",1.336439293,-0.572608389,2.916602291,0.087672293,0.215316053,"T1_vs_CTL","up"
"TRINITY_DN57389_c0_g3_i1",1.515502003,-1.039764855,2.914334697,0.087795614,0.215533893,"T1_vs_CTL","up"
"TRINITY_DN49856_c0_g1_i1",1.004943619,1.243500866,2.914261187,0.087799615,0.215533893,"T1_vs_CTL","up"
"TRINITY_DN53530_c0_g1_i1",1.098524416,0.747155992,2.91260264,0.087889936,0.215723987,"T1_vs_CTL","up"
"TRINITY_DN139779_c0_g1_i1",1.206717697,-0.06831194,2.911667864,0.087940887,0.215817404,"T1_vs_CTL","up"
"TRINITY_DN93695_c0_g1_i1",1.013615028,1.224785445,2.909762087,0.088044862,0.216009244,"T1_vs_CTL","up"
"TRINITY_DN23938_c0_g1_i1",1.125857482,0.280016766,2.900284757,0.088563906,0.216961596,"T1_vs_CTL","up"
"TRINITY_DN59630_c0_g1_i1",1.40382238,-0.775718102,2.900207229,0.088568166,0.216961596,"T1_vs_CTL","up"
"TRINITY_DN65307_c10_g2_i1",1.340788663,-0.899910099,2.900072131,0.088575589,0.216961596,"T1_vs_CTL","up"
"TRINITY_DN85945_c0_g1_i1",1.476630453,-1.029953457,2.899080264,0.08863011,0.217063384,"T1_vs_CTL","up"
"TRINITY_DN35448_c0_g1_i1",1.258664592,-0.264716291,2.885064495,0.089404426,0.218480354,"T1_vs_CTL","up"
"TRINITY_DN59858_c0_g1_i1",1.394809401,-0.816562486,2.884699176,0.089424707,0.218484269,"T1_vs_CTL","up"
"TRINITY_DN47319_c0_g1_i1",1.446621579,-1.206753647,2.884565503,0.089432129,0.218484269,"T1_vs_CTL","up"
"TRINITY_DN112238_c0_g1_i1",1.061830035,0.881854555,2.882158068,0.089565912,0.218683461,"T1_vs_CTL","up"
"TRINITY_DN62371_c0_g2_i1",1.302090488,-0.550967521,2.881246219,0.089616641,0.218711632,"T1_vs_CTL","up"
"TRINITY_DN59082_c0_g2_i1",1.178263643,-0.039076056,2.876271549,0.089893945,0.219187037,"T1_vs_CTL","up"
"TRINITY_DN57069_c2_g1_i1",1.11751534,0.446201702,2.87610794,0.089903081,0.219187037,"T1_vs_CTL","up"
"TRINITY_DN49738_c0_g1_i1",1.337248287,-0.69040387,2.873992412,0.090021303,0.219411363,"T1_vs_CTL","up"
"TRINITY_DN46415_c0_g1_i1",1.229904991,0.134668028,2.864775067,0.090538366,0.220318797,"T1_vs_CTL","up"
"TRINITY_DN81310_c0_g1_i1",1.158883762,0.293365851,2.862992537,0.090638732,0.220498931,"T1_vs_CTL","up"
"TRINITY_DN60741_c0_g1_i1",1.384702423,-0.751757667,2.862303379,0.090677567,0.220561358,"T1_vs_CTL","up"
"TRINITY_DN40533_c0_g1_i3",1.445545382,-1.048734659,2.858021774,0.09091925,0.221052872,"T1_vs_CTL","up"
"TRINITY_DN11649_c0_g1_i1",1.212067797,-0.289968613,2.855936038,0.091037236,0.221307594,"T1_vs_CTL","up"
"TRINITY_DN60099_c0_g1_i1",1.396547852,-0.683356078,2.855145739,0.091081985,0.221352096,"T1_vs_CTL","up"
"TRINITY_DN48752_c0_g2_i2",1.158424638,0.226313876,2.853301763,0.091186489,0.22154175,"T1_vs_CTL","up"
"TRINITY_DN58688_c0_g1_i1",1.067590798,0.67768308,2.852422018,0.091236393,0.221630832,"T1_vs_CTL","up"
"TRINITY_DN54082_c0_g1_i2",1.187078478,0.182244828,2.84849792,0.091459351,0.222075773,"T1_vs_CTL","up"
"TRINITY_DN62733_c1_g1_i1",1.465779099,-0.968959132,2.847050917,0.091541716,0.222214831,"T1_vs_CTL","up"
"TRINITY_DN45136_c0_g1_i1",1.400399751,-0.802478925,2.840375586,0.091922725,0.223006849,"T1_vs_CTL","up"
"TRINITY_DN58084_c0_g2_i1",1.169850521,0.050092524,2.836655724,0.092135792,0.223329583,"T1_vs_CTL","up"
"TRINITY_DN65047_c0_g1_i3",1.12999493,0.377769243,2.829782004,0.092530919,0.224125093,"T1_vs_CTL","up"
"TRINITY_DN57624_c0_g1_i1",1.453998076,-1.242837222,2.828202227,0.09262199,0.224265633,"T1_vs_CTL","up"
"TRINITY_DN61235_c0_g1_i2",1.028648813,1.463824222,2.827606619,0.092656351,0.224266681,"T1_vs_CTL","up"
"TRINITY_DN80102_c0_g1_i1",1.383039679,-0.769308457,2.826245007,0.092734956,0.224373402,"T1_vs_CTL","up"
"TRINITY_DN52773_c0_g1_i1",1.423871773,-0.845092517,2.82516196,0.092797531,0.224418613,"T1_vs_CTL","up"
"TRINITY_DN56738_c1_g1_i1",1.066849636,0.902560931,2.821401264,0.093015168,0.2246314,"T1_vs_CTL","up"
"TRINITY_DN62554_c1_g1_i1",1.119127576,0.293710275,2.821288345,0.093021712,0.2246314,"T1_vs_CTL","up"
"TRINITY_DN33120_c0_g1_i1",1.281227306,-0.370801827,2.8137246,0.093461153,0.225529926,"T1_vs_CTL","up"
"TRINITY_DN54803_c0_g1_i1",1.137046754,0.611899827,2.813035198,0.093501319,0.225594333,"T1_vs_CTL","up"
"TRINITY_DN29505_c0_g1_i1",1.305042926,-0.614404372,2.810870792,0.093627541,0.225866325,"T1_vs_CTL","up"
"TRINITY_DN64424_c2_g4_i1",1.219411283,-0.371601123,2.802016881,0.094145811,0.226875844,"T1_vs_CTL","up"
"TRINITY_DN62391_c1_g3_i1",1.168633138,-0.14164011,2.801870196,0.094154424,0.226875844,"T1_vs_CTL","up"
"TRINITY_DN62342_c1_g1_i1",1.825741706,-0.648362889,2.800272912,0.094248263,0.22706928,"T1_vs_CTL","up"
"TRINITY_DN45810_c0_g1_i1",1.28465832,-0.32457268,2.799083295,0.094318219,0.227205125,"T1_vs_CTL","up"
"TRINITY_DN48446_c0_g1_i1",1.188142483,-0.019521371,2.794352656,0.094596963,0.227712776,"T1_vs_CTL","up"
"TRINITY_DN6801_c0_g1_i1",1.517654799,-1.005143492,2.792118071,0.094728944,0.227862368,"T1_vs_CTL","up"
"TRINITY_DN2537_c0_g1_i1",1.387141345,-0.794323542,2.785946834,0.095094475,0.228450525,"T1_vs_CTL","up"
"TRINITY_DN28352_c0_g1_i1",1.289504908,-0.429057644,2.783448182,0.095242911,0.228741473,"T1_vs_CTL","up"
"TRINITY_DN55511_c0_g1_i2",1.211363268,-0.139209826,2.781123803,0.09538122,0.228942277,"T1_vs_CTL","up"
"TRINITY_DN54040_c1_g1_i1",1.059583353,0.999840646,2.777742487,0.095582811,0.229261808,"T1_vs_CTL","up"
"TRINITY_DN56564_c0_g1_i1",1.236821675,-0.446323741,2.763585399,0.096431898,0.230736434,"T1_vs_CTL","up"
"TRINITY_DN57572_c0_g1_i3",1.261745308,0.033472653,2.759126169,0.096701044,0.231281267,"T1_vs_CTL","up"
"TRINITY_DN57357_c0_g1_i1",1.206256876,0.004275184,2.74994146,0.097257989,0.232347782,"T1_vs_CTL","up"
"TRINITY_DN52129_c0_g1_i2",1.561307089,-1.1074873,2.746732107,0.097453423,0.232549202,"T1_vs_CTL","up"
"TRINITY_DN63072_c0_g4_i1",1.33132658,-0.695293039,2.745155511,0.097549586,0.2327455,"T1_vs_CTL","up"
"TRINITY_DN45932_c0_g1_i1",1.262060123,-0.29341686,2.742090841,0.09773681,0.233026157,"T1_vs_CTL","up"
"TRINITY_DN53715_c0_g1_i1",1.06071647,0.479231935,2.737635861,0.098009669,0.233510442,"T1_vs_CTL","up"
"TRINITY_DN9553_c0_g1_i1",1.412845306,-0.895774883,2.730128072,0.098471388,0.23416272,"T1_vs_CTL","up"
"TRINITY_DN54360_c0_g1_i1",1.033912092,1.082557006,2.726393975,0.098701913,0.234507718,"T1_vs_CTL","up"
"TRINITY_DN57493_c0_g2_i1",1.347134667,-0.145071455,2.723084789,0.098906699,0.234845547,"T1_vs_CTL","up"
"TRINITY_DN56682_c0_g1_i1",1.11138274,0.538411072,2.721546374,0.09900206,0.234972,"T1_vs_CTL","up"
"TRINITY_DN60148_c0_g1_i1",1.038153259,0.886450883,2.72094162,0.099039574,0.235015152,"T1_vs_CTL","up"
"TRINITY_DN50323_c0_g1_i1",1.228842065,-0.377602267,2.719909382,0.099103642,0.235113103,"T1_vs_CTL","up"
"TRINITY_DN38848_c0_g1_i1",1.053877284,1.13328765,2.715717157,0.099364305,0.235597959,"T1_vs_CTL","up"
"TRINITY_DN50056_c0_g1_i1",1.077076163,0.29892566,2.707157953,0.099898824,0.236654566,"T1_vs_CTL","up"
"TRINITY_DN56413_c0_g1_i1",1.244637197,-0.303484816,2.706267153,0.099954634,0.23672945,"T1_vs_CTL","up"
"TRINITY_DN373_c0_g1_i1",1.420020964,-0.700023783,2.705013262,0.10003325,0.236882132,"T1_vs_CTL","up"
"TRINITY_DN46928_c0_g2_i1",1.505359031,-1.023842221,2.704048748,0.100093769,0.236958411,"T1_vs_CTL","up"
"TRINITY_DN45271_c0_g1_i1",1.417444567,-1.143620799,2.703247832,0.100144053,0.237010424,"T1_vs_CTL","up"
"TRINITY_DN45463_c0_g1_i2",1.432351822,-1.20436466,2.699264567,0.100394547,0.237533665,"T1_vs_CTL","up"
"TRINITY_DN60101_c0_g1_i1",1.35217982,-0.449471918,2.698830422,0.10042189,0.237533665,"T1_vs_CTL","up"
"TRINITY_DN53333_c1_g1_i1",1.12929881,0.057982352,2.691388467,0.100891864,0.238409539,"T1_vs_CTL","up"
"TRINITY_DN59002_c0_g1_i1",1.259510316,-0.338158456,2.689893507,0.100986563,0.238599639,"T1_vs_CTL","up"
"TRINITY_DN64094_c0_g1_i2",1.496109974,-1.074724861,2.689136506,0.101034553,0.238612002,"T1_vs_CTL","up"
"TRINITY_DN17192_c0_g1_i1",1.429387301,-0.953191418,2.688880399,0.101050794,0.2386167,"T1_vs_CTL","up"
"TRINITY_DN7833_c0_g1_i1",1.752078587,-1.156098067,2.687719578,0.101124446,0.238756941,"T1_vs_CTL","up"
"TRINITY_DN42228_c0_g1_i1",1.366651039,-0.485142438,2.680065256,0.101611564,0.239633222,"T1_vs_CTL","up"
"TRINITY_DN53062_c0_g1_i1",1.373752524,-0.8609436,2.67175796,0.102143143,0.240517652,"T1_vs_CTL","up"
"TRINITY_DN47734_c0_g1_i2",1.171443615,0.023152021,2.669827053,0.102267136,0.240759876,"T1_vs_CTL","up"
"TRINITY_DN64705_c0_g1_i1",1.480374892,-1.440544277,2.667762281,0.102399907,0.24095281,"T1_vs_CTL","up"
"TRINITY_DN58048_c0_g1_i4",1.137229509,0.014122778,2.663818816,0.102654008,0.241414982,"T1_vs_CTL","up"
"TRINITY_DN36405_c0_g1_i1",1.360246877,-0.385895283,2.662147941,0.10276188,0.241517035,"T1_vs_CTL","up"
"TRINITY_DN44640_c0_g1_i2",1.39596841,-0.452855483,2.660824475,0.102847412,0.241632244,"T1_vs_CTL","up"
"TRINITY_DN58734_c0_g1_i1",1.104623915,0.156828207,2.658468967,0.102999834,0.241888514,"T1_vs_CTL","up"
"TRINITY_DN61465_c0_g1_i1",1.020929873,1.12981671,2.652069955,0.103415156,0.242727679,"T1_vs_CTL","up"
"TRINITY_DN40342_c0_g1_i1",1.315064419,-0.616352342,2.651059612,0.103480898,0.242831652,"T1_vs_CTL","up"
"TRINITY_DN58486_c2_g1_i1",1.359432312,-0.533738807,2.650220514,0.103535533,0.242874022,"T1_vs_CTL","up"
"TRINITY_DN86964_c0_g1_i1",1.436736499,-0.983265614,2.648927021,0.103619816,0.242993724,"T1_vs_CTL","up"
"TRINITY_DN62490_c0_g1_i3",1.025220475,0.822720683,2.647767281,0.103695447,0.243112894,"T1_vs_CTL","up"
"TRINITY_DN38352_c0_g1_i1",1.675635175,-1.176034076,2.646757906,0.103761322,0.243233275,"T1_vs_CTL","up"
"TRINITY_DN30541_c0_g1_i2",1.590658952,-1.236615837,2.64554608,0.103840469,0.243350663,"T1_vs_CTL","up"
"TRINITY_DN47569_c0_g1_i1",1.096033962,0.350509226,2.641851274,0.104082196,0.243762686,"T1_vs_CTL","up"
"TRINITY_DN61200_c3_g1_i1",1.200549321,-0.15351837,2.640181968,0.104191609,0.243832251,"T1_vs_CTL","up"
"TRINITY_DN64868_c4_g1_i3",1.314919877,-0.795803985,2.6351935,0.104519327,0.244325965,"T1_vs_CTL","up"
"TRINITY_DN40894_c0_g1_i1",1.283563872,-0.984827864,2.631642517,0.104753296,0.244677436,"T1_vs_CTL","up"
"TRINITY_DN29441_c0_g1_i1",1.344112554,-0.866879171,2.631580789,0.104757368,0.244677436,"T1_vs_CTL","up"
"TRINITY_DN63077_c2_g2_i1",1.17842112,-0.192018053,2.629183497,0.104915654,0.244842191,"T1_vs_CTL","up"
"TRINITY_DN64495_c0_g1_i1",1.010743285,0.83511436,2.623677929,0.105280162,0.245390744,"T1_vs_CTL","up"
"TRINITY_DN53974_c0_g1_i1",1.364005865,-0.801935252,2.622111296,0.105384138,0.245539212,"T1_vs_CTL","up"
"TRINITY_DN32175_c2_g1_i1",1.402029455,-1.077444442,2.609860541,0.106201101,0.246995513,"T1_vs_CTL","up"
"TRINITY_DN63148_c3_g1_i5",1.29632694,-0.587941259,2.609769694,0.106207186,0.246995513,"T1_vs_CTL","up"
"TRINITY_DN49502_c0_g1_i1",1.119269619,0.212598673,2.60233006,0.10670673,0.247879249,"T1_vs_CTL","up"
"TRINITY_DN37201_c0_g1_i1",1.320522949,-0.707751749,2.597591208,0.107026271,0.248444265,"T1_vs_CTL","up"
"TRINITY_DN62921_c2_g1_i3",1.342685342,-0.868747677,2.597401706,0.107039071,0.248444265,"T1_vs_CTL","up"
"TRINITY_DN47531_c0_g1_i1",1.062741559,0.394876371,2.597199399,0.107052737,0.248444265,"T1_vs_CTL","up"
"TRINITY_DN64387_c2_g2_i3",1.064867833,0.917647493,2.590846084,0.107482906,0.249200778,"T1_vs_CTL","up"
"TRINITY_DN63072_c0_g3_i1",1.055947423,0.507885049,2.585668908,0.107834845,0.249678348,"T1_vs_CTL","up"
"TRINITY_DN54198_c0_g1_i3",1.00998992,0.758795122,2.585622279,0.10783802,0.249678348,"T1_vs_CTL","up"
"TRINITY_DN125311_c0_g1_i1",1.916664394,-0.364886299,2.583530939,0.10798055,0.249973779,"T1_vs_CTL","up"
"TRINITY_DN2984_c0_g1_i1",1.020448398,0.951873631,2.576774896,0.108442407,0.250834868,"T1_vs_CTL","up"
"TRINITY_DN49562_c0_g1_i1",1.154824129,0.029908426,2.573151959,0.108690971,0.251314691,"T1_vs_CTL","up"
"TRINITY_DN61098_c0_g1_i2",1.052533752,0.64139774,2.57248915,0.108736513,0.251376237,"T1_vs_CTL","up"
"TRINITY_DN70144_c0_g1_i1",1.556840286,-1.345101411,2.563357811,0.109366073,0.252345604,"T1_vs_CTL","up"
"TRINITY_DN46609_c0_g1_i1",1.069835466,0.244478079,2.560760591,0.109545869,0.252689024,"T1_vs_CTL","up"
"TRINITY_DN51303_c0_g1_i1",1.393047212,-0.837904287,2.559827902,0.109610515,0.252803312,"T1_vs_CTL","up"
"TRINITY_DN42798_c0_g1_i1",1.358260764,-0.916181047,2.558519391,0.10970128,0.25294296,"T1_vs_CTL","up"
"TRINITY_DN46826_c0_g1_i1",1.356825203,-0.654311973,2.55634528,0.109852271,0.253151648,"T1_vs_CTL","up"
"TRINITY_DN61403_c0_g2_i1",1.462152146,-1.102948119,2.555133539,0.109936525,0.253310941,"T1_vs_CTL","up"
"TRINITY_DN39894_c0_g1_i1",1.366787403,-0.678643147,2.553763299,0.110031885,0.253408302,"T1_vs_CTL","up"
"TRINITY_DN56591_c0_g1_i2",1.231147923,-0.325664652,2.553261487,0.110066831,0.253408302,"T1_vs_CTL","up"
"TRINITY_DN65087_c6_g1_i5",1.159804029,0.079486328,2.544871001,0.110652948,0.254471381,"T1_vs_CTL","up"
"TRINITY_DN51462_c0_g1_i1",1.331303026,-0.727028014,2.543975158,0.11071573,0.254510881,"T1_vs_CTL","up"
"TRINITY_DN11297_c0_g1_i1",1.151546117,0.116195428,2.539201944,0.111050903,0.255070404,"T1_vs_CTL","up"
"TRINITY_DN59548_c6_g2_i3",1.115207778,0.073946454,2.538990487,0.111065778,0.255070404,"T1_vs_CTL","up"
"TRINITY_DN47544_c0_g1_i1",1.449736858,-1.370567038,2.535573943,0.111306407,0.255447823,"T1_vs_CTL","up"
"TRINITY_DN55605_c1_g1_i1",1.023835878,0.573413567,2.530746254,0.111647403,0.25605134,"T1_vs_CTL","up"
"TRINITY_DN4847_c0_g1_i1",1.131327213,-0.14139159,2.523513162,0.112160456,0.256949965,"T1_vs_CTL","up"
"TRINITY_DN51097_c0_g1_i1",1.075555677,0.440360055,2.520260872,0.11239199,0.257409945,"T1_vs_CTL","up"
"TRINITY_DN55374_c0_g1_i1",1.506854371,-0.173600539,2.517012682,0.112623758,0.257764451,"T1_vs_CTL","up"
"TRINITY_DN46188_c0_g1_i1",1.259430501,-0.839841969,2.509896253,0.113133379,0.258647964,"T1_vs_CTL","up"
"TRINITY_DN56628_c0_g1_i1",1.124471945,-0.170996869,2.498551091,0.113951091,0.260020331,"T1_vs_CTL","up"
"TRINITY_DN43951_c0_g1_i1",1.273886352,-0.922832412,2.495426312,0.114177455,0.260359432,"T1_vs_CTL","up"
"TRINITY_DN40727_c0_g1_i1",1.023786192,0.603294882,2.493277923,0.114333375,0.260569658,"T1_vs_CTL","up"
"TRINITY_DN63250_c2_g1_i1",1.157167457,0.021367106,2.492859883,0.114363742,0.26057128,"T1_vs_CTL","up"
"TRINITY_DN49636_c0_g3_i1",1.05351558,0.557592668,2.486651245,0.11481579,0.261352255,"T1_vs_CTL","up"
"TRINITY_DN37075_c0_g1_i1",1.122482938,-0.250203112,2.48209911,0.115148482,0.261824784,"T1_vs_CTL","up"
"TRINITY_DN51657_c0_g1_i1",1.004483793,0.796160498,2.475872248,0.115605294,0.262613817,"T1_vs_CTL","up"
"TRINITY_DN31125_c0_g1_i1",1.054389364,0.427993123,2.473070155,0.115811512,0.263010898,"T1_vs_CTL","up"
"TRINITY_DN36506_c0_g1_i1",1.229619758,-0.647731962,2.464027043,0.116479809,0.264241865,"T1_vs_CTL","up"
"TRINITY_DN60387_c0_g1_i4",1.010525776,0.629675214,2.459692753,0.116801627,0.264685009,"T1_vs_CTL","up"
"TRINITY_DN49137_c0_g1_i1",1.086818976,0.139292655,2.453985871,0.117226858,0.265433062,"T1_vs_CTL","up"
"TRINITY_DN48466_c0_g1_i1",1.012044185,0.752477918,2.453216934,0.117284284,0.265527178,"T1_vs_CTL","up"
"TRINITY_DN64516_c0_g2_i1",1.101612164,-0.229806101,2.450516702,0.117486189,0.265827745,"T1_vs_CTL","up"
"TRINITY_DN66555_c0_g1_i1",1.076515299,0.164132325,2.448770472,0.117616965,0.2659926,"T1_vs_CTL","up"
"TRINITY_DN48711_c0_g2_i1",1.358329322,-0.89058356,2.447446401,0.117716232,0.266181139,"T1_vs_CTL","up"
"TRINITY_DN60237_c3_g1_i2",1.056473312,0.304773048,2.444755468,0.11791826,0.266529973,"T1_vs_CTL","up"
"TRINITY_DN51801_c0_g1_i1",1.298986184,-0.702732092,2.442657242,0.118076055,0.266785732,"T1_vs_CTL","up"
"TRINITY_DN36982_c0_g1_i1",1.109709743,-0.049182158,2.439816173,0.118290087,0.267154005,"T1_vs_CTL","up"
"TRINITY_DN46937_c1_g1_i6",1.185571766,-0.196969642,2.423233667,0.119547926,0.26913122,"T1_vs_CTL","up"
"TRINITY_DN38489_c0_g1_i1",1.01957344,0.283023025,2.420602381,0.119748875,0.269285226,"T1_vs_CTL","up"
"TRINITY_DN60435_c0_g1_i2",1.083311561,0.143592077,2.416058267,0.120096785,0.269778664,"T1_vs_CTL","up"
"TRINITY_DN58900_c0_g1_i2",1.186362573,-0.445479041,2.407533564,0.120752485,0.27081735,"T1_vs_CTL","up"
"TRINITY_DN62227_c1_g1_i1",1.011159898,0.718970093,2.403992823,0.121025995,0.2712836,"T1_vs_CTL","up"
"TRINITY_DN34295_c0_g1_i1",1.176045417,-0.376638684,2.400979446,0.121259309,0.271686764,"T1_vs_CTL","up"
"TRINITY_DN64769_c1_g2_i1",1.075924964,0.303694187,2.400224703,0.121317823,0.271686764,"T1_vs_CTL","up"
"TRINITY_DN13262_c0_g1_i1",1.382904831,-0.962908001,2.396015789,0.121644712,0.272196707,"T1_vs_CTL","up"
"TRINITY_DN62535_c0_g2_i1",1.342607918,-0.980023316,2.392986204,0.121880611,0.272542432,"T1_vs_CTL","up"
"TRINITY_DN34315_c0_g2_i1",1.28281319,-0.020930543,2.391125884,0.122025716,0.272794037,"T1_vs_CTL","up"
"TRINITY_DN64066_c4_g1_i1",1.024872202,0.444770719,2.389657608,0.122140378,0.272977466,"T1_vs_CTL","up"
"TRINITY_DN55890_c0_g1_i1",1.122370266,-0.082109284,2.389011127,0.122190901,0.273053932,"T1_vs_CTL","up"
"TRINITY_DN57624_c0_g2_i1",1.252468109,-0.767347136,2.387827805,0.122283438,0.273187794,"T1_vs_CTL","up"
"TRINITY_DN42540_c0_g1_i1",1.155037513,-0.37341882,2.384245755,0.122564035,0.273534156,"T1_vs_CTL","up"
"TRINITY_DN52219_c2_g1_i1",1.077181191,0.228119445,2.379146023,0.12296475,0.274124613,"T1_vs_CTL","up"
"TRINITY_DN63358_c9_g3_i1",1.306882681,-0.80417114,2.376037264,0.123209736,0.274566295,"T1_vs_CTL","up"
"TRINITY_DN43300_c0_g1_i1",1.235875872,-0.774683027,2.370327597,0.123661099,0.275420262,"T1_vs_CTL","up"
"TRINITY_DN60240_c0_g1_i2",1.090652727,-0.16511983,2.368887404,0.123775239,0.275624131,"T1_vs_CTL","up"
"TRINITY_DN36505_c0_g1_i1",1.213292323,-0.40751714,2.363255984,0.124222672,0.276359175,"T1_vs_CTL","up"
"TRINITY_DN60920_c0_g1_i2",1.382285161,-0.994190333,2.362997705,0.124243236,0.276359175,"T1_vs_CTL","up"
"TRINITY_DN55106_c0_g1_i1",1.016787625,0.49227902,2.362941263,0.124247731,0.276359175,"T1_vs_CTL","up"
"TRINITY_DN64998_c0_g1_i1",1.153709161,-0.201552767,2.360987975,0.124403379,0.276588788,"T1_vs_CTL","up"
"TRINITY_DN59236_c0_g1_i3",1.416929222,-1.064854867,2.360924808,0.124408417,0.276588788,"T1_vs_CTL","up"
"TRINITY_DN35583_c0_g1_i1",1.197882015,-0.388793838,2.355840658,0.124814584,0.277073239,"T1_vs_CTL","up"
"TRINITY_DN44253_c0_g1_i1",1.153754731,-0.310527694,2.353479064,0.12500375,0.277303934,"T1_vs_CTL","up"
"TRINITY_DN45594_c0_g1_i1",1.220042747,-0.501882392,2.352509697,0.12508149,0.277402875,"T1_vs_CTL","up"
"TRINITY_DN65302_c1_g2_i1",1.294300774,-0.973596376,2.35183018,0.125136016,0.277450296,"T1_vs_CTL","up"
"TRINITY_DN41024_c0_g1_i1",1.139597429,-0.289690736,2.351237855,0.125183568,0.277459468,"T1_vs_CTL","up"
"TRINITY_DN64553_c5_g2_i4",1.215462552,-0.246727371,2.349559295,0.125318431,0.277576334,"T1_vs_CTL","up"
"TRINITY_DN55544_c0_g2_i1",1.26138807,-0.674260984,2.349027225,0.125361214,0.277618709,"T1_vs_CTL","up"
"TRINITY_DN53208_c0_g1_i1",1.256634876,-0.803157899,2.345910184,0.125612175,0.278027371,"T1_vs_CTL","up"
"TRINITY_DN24925_c0_g1_i1",1.172275037,-0.244456358,2.34353783,0.125803554,0.278323772,"T1_vs_CTL","up"
"TRINITY_DN83600_c0_g1_i1",1.503304634,-0.59060093,2.341088973,0.126001444,0.27855753,"T1_vs_CTL","up"
"TRINITY_DN6833_c0_g1_i1",1.32906244,-1.007869942,2.337765851,0.126270536,0.278894633,"T1_vs_CTL","up"
"TRINITY_DN43746_c0_g1_i3",1.105285146,-0.137580597,2.331546508,0.126775871,0.279715556,"T1_vs_CTL","up"
"TRINITY_DN39787_c0_g1_i1",1.00730639,0.631836228,2.325445856,0.127273749,0.280555247,"T1_vs_CTL","up"
"TRINITY_DN52905_c0_g1_i1",1.039032255,0.311964631,2.316748805,0.127987285,0.281778579,"T1_vs_CTL","up"
"TRINITY_DN51084_c0_g1_i1",1.250781011,-0.630387373,2.315472818,0.128092346,0.281951362,"T1_vs_CTL","up"
"TRINITY_DN37643_c0_g1_i1",1.104420661,-0.137191389,2.310927828,0.128467346,0.282610603,"T1_vs_CTL","up"
