"transcript","logFC","logCPM","LR","PValue","FDR","contrast","expression"
"18247","TRINITY_DN51022_c0_g1_i1",-1.72016405,7.495818749,12.84603685,0.000338195,0.003760661,"T2_vs_CTL","down"
"18248","TRINITY_DN137116_c1_g1_i1",1.782750053,3.360346878,12.84531075,0.000338326,0.003760661,"T2_vs_CTL","up"
"18249","TRINITY_DN800_c0_g1_i1",5.159989144,-1.460497798,12.84429958,0.000338509,0.003760661,"T2_vs_CTL","up"
"18250","TRINITY_DN28931_c0_g1_i1",3.358869171,0.317048693,12.84214249,0.000338899,0.003762502,"T2_vs_CTL","up"
"18251","TRINITY_DN66330_c0_g1_i1",-2.839050781,-0.019946194,12.83693822,0.000339843,0.003770481,"T2_vs_CTL","down"
"18252","TRINITY_DN51249_c0_g1_i1",3.165916763,-0.478106559,12.83091789,0.000340938,0.00377769,"T2_vs_CTL","up"
"18253","TRINITY_DN61177_c0_g2_i1",-1.745869849,8.511869252,12.83088567,0.000340944,0.00377769,"T2_vs_CTL","down"
"18254","TRINITY_DN51363_c0_g1_i1",-1.694472457,6.074402511,12.82442904,0.000342123,0.00378541,"T2_vs_CTL","down"
"18255","TRINITY_DN21472_c0_g1_i1",5.129052727,-1.198066384,12.82388496,0.000342222,0.00378541,"T2_vs_CTL","up"
"18256","TRINITY_DN45275_c0_g1_i1",3.369732627,0.117153016,12.82248487,0.000342479,0.00378541,"T2_vs_CTL","up"
"18257","TRINITY_DN64462_c0_g1_i1",-1.7416548,8.377747043,12.82177202,0.000342609,0.00378541,"T2_vs_CTL","down"
"18258","TRINITY_DN62800_c1_g1_i1",2.158082136,2.023532886,12.82088476,0.000342772,0.00378541,"T2_vs_CTL","up"
"18259","TRINITY_DN61866_c6_g5_i1",-1.9872312,2.104634442,12.8148076,0.000343887,0.003795222,"T2_vs_CTL","down"
"18260","TRINITY_DN50446_c0_g1_i2",-1.940840019,2.354109797,12.81077836,0.000344628,0.003800899,"T2_vs_CTL","down"
"18261","TRINITY_DN124614_c0_g1_i1",5.126427459,-1.199739019,12.80940956,0.00034488,0.003801177,"T2_vs_CTL","up"
"18262","TRINITY_DN34506_c0_g1_i1",5.157408678,-1.544483436,12.80270423,0.000346119,0.003812315,"T2_vs_CTL","up"
"18263","TRINITY_DN61857_c0_g1_i1",2.560270193,0.215757333,12.80002114,0.000346615,0.003813501,"T2_vs_CTL","up"
"18264","TRINITY_DN35388_c0_g1_i1",2.279321476,1.138258216,12.79885972,0.000346831,0.003813501,"T2_vs_CTL","up"
"18265","TRINITY_DN45625_c0_g1_i1",2.320126872,0.84513059,12.79843354,0.00034691,0.003813501,"T2_vs_CTL","up"
"18266","TRINITY_DN62668_c0_g1_i1",-2.885050774,-0.548131482,12.79631089,0.000347304,0.003815325,"T2_vs_CTL","down"
"18267","TRINITY_DN61663_c6_g2_i3",1.786734176,3.419674002,12.78460012,0.000349484,0.003836721,"T2_vs_CTL","up"
"18268","TRINITY_DN35471_c0_g1_i1",-1.740836091,3.832419045,12.78339613,0.000349709,0.003836721,"T2_vs_CTL","down"
"18269","TRINITY_DN123461_c0_g1_i1",-1.744402428,3.710595882,12.77806664,0.000350707,0.003845147,"T2_vs_CTL","down"
"18270","TRINITY_DN12322_c0_g1_i1",3.569213911,-0.68766688,12.76645968,0.00035289,0.003866549,"T2_vs_CTL","up"
"18271","TRINITY_DN51244_c4_g1_i1",1.740725963,4.138947009,12.76264608,0.00035361,0.003871906,"T2_vs_CTL","up"
"18272","TRINITY_DN35812_c0_g1_i1",3.826969657,-1.149630739,12.75954692,0.000354197,0.003875791,"T2_vs_CTL","up"
"18273","TRINITY_DN27170_c0_g1_i1",1.785636824,3.416538274,12.75831461,0.00035443,0.003875812,"T2_vs_CTL","up"
"18274","TRINITY_DN44069_c0_g1_i1",2.420674739,1.162054497,12.74715063,0.000356552,0.003894852,"T2_vs_CTL","up"
"18275","TRINITY_DN47392_c1_g1_i1",1.716436739,4.683287276,12.74670706,0.000356636,0.003894852,"T2_vs_CTL","up"
"18276","TRINITY_DN49364_c2_g1_i1",-3.240381073,-1.10080349,12.74394563,0.000357163,0.003898064,"T2_vs_CTL","down"
"18277","TRINITY_DN22737_c0_g1_i1",-2.336772252,0.606358546,12.74181406,0.000357571,0.003899168,"T2_vs_CTL","down"
"18278","TRINITY_DN45747_c0_g1_i1",2.049788374,1.972604839,12.74097913,0.00035773,0.003899168,"T2_vs_CTL","up"
"18279","TRINITY_DN373_c0_g1_i1",2.977699878,-0.700023783,12.7372933,0.000358436,0.003902629,"T2_vs_CTL","up"
"18280","TRINITY_DN60358_c0_g1_i1",1.709759132,5.251895007,12.73688617,0.000358514,0.003902629,"T2_vs_CTL","up"
"18281","TRINITY_DN42370_c0_g1_i1",4.180053645,-1.107042563,12.73533695,0.000358811,0.003903325,"T2_vs_CTL","up"
"18282","TRINITY_DN43753_c0_g1_i1",-1.789051529,3.218686754,12.73328057,0.000359206,0.003905081,"T2_vs_CTL","down"
"18283","TRINITY_DN19572_c0_g1_i1",-1.704619036,4.685304952,12.72085925,0.0003616,0.003928553,"T2_vs_CTL","down"
"18284","TRINITY_DN61624_c0_g1_i1",2.158549932,1.463926909,12.71559505,0.000362619,0.003937072,"T2_vs_CTL","up"
"18285","TRINITY_DN60013_c1_g1_i1",1.723518263,4.25535728,12.69503401,0.000366628,0.00397802,"T2_vs_CTL","up"
"18286","TRINITY_DN19168_c0_g1_i1",1.901898318,2.572567799,12.67938101,0.00036971,0.004006306,"T2_vs_CTL","up"
"18287","TRINITY_DN60405_c0_g1_i1",-1.705962266,4.585782828,12.67815533,0.000369952,0.004006306,"T2_vs_CTL","down"
"18288","TRINITY_DN28937_c0_g1_i1",1.76880975,10.04950849,12.67815321,0.000369953,0.004006306,"T2_vs_CTL","up"
"18289","TRINITY_DN57407_c1_g1_i3",-3.106602162,-1.018591558,12.67344942,0.000370885,0.004013802,"T2_vs_CTL","down"
"18290","TRINITY_DN51510_c0_g1_i1",1.769154762,3.491521178,12.67198573,0.000371175,0.00401435,"T2_vs_CTL","up"
"18291","TRINITY_DN62534_c21_g2_i5",-1.75154174,9.208849026,12.67039686,0.000371491,0.004015169,"T2_vs_CTL","down"
"18292","TRINITY_DN48467_c0_g1_i1",-1.720409625,4.203595492,12.66827648,0.000371912,0.004016649,"T2_vs_CTL","down"
"18293","TRINITY_DN58534_c0_g1_i1",-1.681593155,5.759639923,12.66729525,0.000372107,0.004016649,"T2_vs_CTL","down"
"18294","TRINITY_DN31560_c0_g1_i1",5.129059306,-1.540059841,12.65929233,0.000373704,0.004030914,"T2_vs_CTL","up"
"18295","TRINITY_DN62919_c0_g3_i1",-2.560490939,0.002144846,12.65825782,0.00037391,0.004030914,"T2_vs_CTL","down"
"18296","TRINITY_DN50558_c0_g1_i1",-1.683104154,6.18632963,12.64899225,0.000375768,0.004047347,"T2_vs_CTL","down"
"18297","TRINITY_DN64739_c3_g1_i4",-1.707588528,7.5514778,12.64824526,0.000375918,0.004047347,"T2_vs_CTL","down"
"18298","TRINITY_DN53435_c0_g1_i1",-1.772953823,3.194744181,12.63778968,0.000378027,0.004067431,"T2_vs_CTL","down"
"18299","TRINITY_DN53441_c0_g1_i1",3.075813442,-0.677565148,12.63410035,0.000378773,0.004072849,"T2_vs_CTL","up"
"18300","TRINITY_DN64499_c0_g1_i1",1.874263487,2.781589756,12.62889403,0.00037983,0.004081586,"T2_vs_CTL","up"
"18301","TRINITY_DN50344_c0_g1_i4",-1.725501443,8.292476982,12.62702383,0.00038021,0.004083051,"T2_vs_CTL","down"
"18302","TRINITY_DN61021_c0_g2_i1",-1.697041338,4.774554064,12.61823659,0.000382002,0.00409892,"T2_vs_CTL","down"
"18303","TRINITY_DN44222_c1_g1_i1",-1.686032854,6.82237784,12.61633062,0.000382391,0.00409892,"T2_vs_CTL","down"
"18304","TRINITY_DN26307_c0_g1_i1",-1.6973345,4.707402893,12.61617899,0.000382422,0.00409892,"T2_vs_CTL","down"
"18305","TRINITY_DN55416_c0_g1_i2",2.159050056,1.361771988,12.5859849,0.00038865,0.004163008,"T2_vs_CTL","up"
"18306","TRINITY_DN59028_c0_g1_i1",1.829097183,2.898897624,12.58031242,0.000389832,0.004172992,"T2_vs_CTL","up"
"18307","TRINITY_DN61170_c1_g2_i2",1.943048447,2.392094547,12.57907751,0.000390089,0.004173082,"T2_vs_CTL","up"
"18308","TRINITY_DN63126_c0_g1_i1",-1.925176945,2.309296214,12.56395542,0.000393258,0.004204192,"T2_vs_CTL","down"
"18309","TRINITY_DN26277_c0_g1_i1",1.707145386,4.519386742,12.56281042,0.0003935,0.004204192,"T2_vs_CTL","up"
"18310","TRINITY_DN14130_c0_g1_i1",3.37242077,-1.252889306,12.56103938,0.000393873,0.004205495,"T2_vs_CTL","up"
"18311","TRINITY_DN51701_c0_g1_i2",-1.710106672,7.899983663,12.55753084,0.000394613,0.004210712,"T2_vs_CTL","down"
"18312","TRINITY_DN54831_c0_g1_i1",2.875636487,-0.042798602,12.55493334,0.000395162,0.004213883,"T2_vs_CTL","up"
"18313","TRINITY_DN1491_c0_g1_i1",-1.774226452,3.12351956,12.54816975,0.000396595,0.004226471,"T2_vs_CTL","down"
"18314","TRINITY_DN49039_c0_g1_i2",-2.174263445,1.118731,12.54664395,0.000396919,0.004227233,"T2_vs_CTL","down"
"18315","TRINITY_DN64796_c0_g1_i2",-2.036877232,1.702567504,12.54069301,0.000398185,0.004238021,"T2_vs_CTL","down"
"18316","TRINITY_DN54921_c0_g1_i1",4.148620792,-0.982486347,12.53633934,0.000399113,0.004245208,"T2_vs_CTL","up"
"18317","TRINITY_DN64728_c0_g1_i1",1.712013664,7.992058436,12.52927677,0.000400625,0.004258485,"T2_vs_CTL","up"
"18318","TRINITY_DN39254_c0_g1_i1",-1.67238624,5.756581742,12.52813164,0.00040087,0.004258485,"T2_vs_CTL","down"
"18319","TRINITY_DN50843_c0_g1_i1",1.682405739,6.82227186,12.52323678,0.000401922,0.004266949,"T2_vs_CTL","up"
"18320","TRINITY_DN59166_c0_g1_i1",1.788126501,3.257048321,12.52172112,0.000402248,0.004267705,"T2_vs_CTL","up"
"18321","TRINITY_DN58151_c0_g1_i1",-1.676700869,6.464962242,12.51694229,0.000403278,0.004275925,"T2_vs_CTL","down"
"18322","TRINITY_DN21040_c0_g1_i1",4.036616969,-0.428821396,12.51511889,0.000403672,0.004277391,"T2_vs_CTL","up"
"18323","TRINITY_DN56254_c0_g1_i4",1.728258548,4.249583537,12.50379687,0.000406126,0.004300669,"T2_vs_CTL","up"
"18324","TRINITY_DN16101_c0_g1_i1",-1.680636091,5.155490124,12.49671494,0.000407668,0.004314274,"T2_vs_CTL","down"
"18325","TRINITY_DN60829_c1_g1_i1",-2.102215272,1.533413197,12.49269857,0.000408546,0.004320828,"T2_vs_CTL","down"
"18326","TRINITY_DN49939_c0_g1_i1",1.730475792,4.776954439,12.49053293,0.000409019,0.004323109,"T2_vs_CTL","up"
"18327","TRINITY_DN64545_c0_g2_i1",-3.329964603,-0.966343132,12.48883867,0.000409391,0.004324301,"T2_vs_CTL","down"
"18328","TRINITY_DN43142_c0_g1_i1",1.685223088,5.139764793,12.48437525,0.00041037,0.004331913,"T2_vs_CTL","up"
"18329","TRINITY_DN64655_c2_g1_i1",-1.788024023,3.001409642,12.48153188,0.000410995,0.004335777,"T2_vs_CTL","down"
"18330","TRINITY_DN60203_c0_g1_i1",-2.022607722,1.767920363,12.47632249,0.000412143,0.004344038,"T2_vs_CTL","down"
"18331","TRINITY_DN115400_c0_g1_i1",-2.265517301,0.965447353,12.47562371,0.000412297,0.004344038,"T2_vs_CTL","down"
"18332","TRINITY_DN38133_c0_g1_i1",3.315618369,-0.547120502,12.47413814,0.000412625,0.004344759,"T2_vs_CTL","up"
"18333","TRINITY_DN61985_c0_g2_i3",-1.938059059,2.248938586,12.46654525,0.000414306,0.004358566,"T2_vs_CTL","down"
"18334","TRINITY_DN53022_c0_g1_i1",5.066216976,-1.062574284,12.46586359,0.000414457,0.004358566,"T2_vs_CTL","up"
"18335","TRINITY_DN19965_c0_g1_i1",1.846439862,2.779253343,12.45630994,0.000416582,0.004378166,"T2_vs_CTL","up"
"18336","TRINITY_DN60930_c0_g2_i1",-2.147273214,1.166873472,12.45469963,0.000416941,0.004379193,"T2_vs_CTL","down"
"18337","TRINITY_DN62864_c1_g1_i4",-3.122158114,-0.874378476,12.44875183,0.000418271,0.004390406,"T2_vs_CTL","down"
"18338","TRINITY_DN64351_c3_g1_i5",-2.137657355,1.431231249,12.44410177,0.000419314,0.004398592,"T2_vs_CTL","down"
"18339","TRINITY_DN56776_c0_g1_i1",5.049032749,-0.967505071,12.43942874,0.000420364,0.00440685,"T2_vs_CTL","up"
"18340","TRINITY_DN39103_c0_g1_i1",-1.692919405,4.412636345,12.43659828,0.000421002,0.004410772,"T2_vs_CTL","down"
"18341","TRINITY_DN42340_c0_g1_i1",-1.711739295,8.307428493,12.43271514,0.000421878,0.004417188,"T2_vs_CTL","down"
"18342","TRINITY_DN64345_c2_g3_i1",2.164301411,1.06944601,12.43109403,0.000422244,0.004418261,"T2_vs_CTL","up"
"18343","TRINITY_DN60982_c0_g1_i4",1.754341259,3.355394282,12.42900571,0.000422717,0.004420441,"T2_vs_CTL","up"
"18344","TRINITY_DN52635_c0_g1_i1",1.924169835,2.33151244,12.42759321,0.000423037,0.004421024,"T2_vs_CTL","up"
"18345","TRINITY_DN25755_c0_g1_i1",-2.697856097,-0.390312496,12.42361091,0.00042394,0.004427698,"T2_vs_CTL","down"
"18346","TRINITY_DN36146_c0_g1_i1",-2.900439744,-0.707465746,12.42081663,0.000424575,0.004431563,"T2_vs_CTL","down"
"18347","TRINITY_DN61368_c0_g1_i1",1.703477136,4.410919197,12.40420002,0.000428369,0.004468385,"T2_vs_CTL","up"
"18348","TRINITY_DN12174_c0_g1_i1",1.663405429,5.813037036,12.40087106,0.000429134,0.004473571,"T2_vs_CTL","up"
"18349","TRINITY_DN27336_c0_g1_i1",-1.838070329,2.72385097,12.39844432,0.000429692,0.004476601,"T2_vs_CTL","down"
"18350","TRINITY_DN38870_c0_g1_i1",2.245449267,1.116417131,12.39590997,0.000430275,0.004479893,"T2_vs_CTL","up"
"18351","TRINITY_DN59104_c0_g1_i1",-1.72305536,3.682338358,12.38815082,0.000432067,0.004495752,"T2_vs_CTL","down"
"18352","TRINITY_DN9791_c0_g1_i1",-1.665209232,5.517285594,12.38566108,0.000432643,0.004498954,"T2_vs_CTL","down"
"18353","TRINITY_DN28637_c0_g1_i1",3.618999498,-1.472083233,12.35896432,0.000438874,0.004560912,"T2_vs_CTL","up"
"18354","TRINITY_DN55092_c0_g3_i1",-1.748900179,3.336513194,12.357221,0.000439284,0.004562341,"T2_vs_CTL","down"
"18355","TRINITY_DN52492_c0_g1_i1",1.898091984,2.523773601,12.35403596,0.000440034,0.00456657,"T2_vs_CTL","up"
"18356","TRINITY_DN23040_c0_g1_i1",-1.667395073,5.32629294,12.35317656,0.000440237,0.00456657,"T2_vs_CTL","down"
"18357","TRINITY_DN63782_c0_g1_i1",-1.660025991,5.908736868,12.34826655,0.000441396,0.004573235,"T2_vs_CTL","down"
"18358","TRINITY_DN56327_c0_g1_i1",3.404569245,-0.298652005,12.34814196,0.000441426,0.004573235,"T2_vs_CTL","up"
"18359","TRINITY_DN47153_c0_g1_i1",1.697332531,4.458235073,12.33303904,0.000445011,0.004602985,"T2_vs_CTL","up"
"18360","TRINITY_DN43248_c1_g1_i1",-1.725707036,3.50586012,12.3320912,0.000445237,0.004602985,"T2_vs_CTL","down"
"18361","TRINITY_DN56760_c0_g2_i1",-1.70796134,3.860787006,12.3315074,0.000445377,0.004602985,"T2_vs_CTL","down"
"18362","TRINITY_DN60181_c0_g1_i1",-1.7529942,3.208248205,12.33039955,0.000445641,0.004602985,"T2_vs_CTL","down"
"18363","TRINITY_DN32158_c0_g1_i1",-2.313451824,0.798574987,12.32938727,0.000445883,0.004602985,"T2_vs_CTL","down"
"18364","TRINITY_DN53788_c1_g1_i1",-1.701485671,4.060731268,12.32911887,0.000445947,0.004602985,"T2_vs_CTL","down"
"18365","TRINITY_DN60621_c0_g1_i1",-1.65905413,6.005396886,12.32632586,0.000446615,0.004607037,"T2_vs_CTL","down"
"18366","TRINITY_DN108434_c0_g1_i1",-1.663793697,5.350642719,12.31724696,0.000448792,0.004626649,"T2_vs_CTL","down"
"18367","TRINITY_DN59993_c0_g1_i1",-2.493227908,-0.087660066,12.31209658,0.000450032,0.004636578,"T2_vs_CTL","down"
"18368","TRINITY_DN56604_c0_g1_i1",-1.901967924,2.410915895,12.30874795,0.00045084,0.004642047,"T2_vs_CTL","down"
"18369","TRINITY_DN40636_c0_g1_i1",-1.660226795,6.316169312,12.30601175,0.000451502,0.004646,"T2_vs_CTL","down"
"18370","TRINITY_DN60597_c0_g1_i1",-1.732151296,3.367183146,12.30380778,0.000452035,0.004648632,"T2_vs_CTL","down"
"18371","TRINITY_DN51762_c0_g1_i1",-1.668721338,4.967736686,12.30067946,0.000452793,0.004653571,"T2_vs_CTL","down"
"18372","TRINITY_DN49306_c1_g1_i1",2.384266388,0.528439519,12.29857655,0.000453304,0.004654975,"T2_vs_CTL","up"
"18373","TRINITY_DN58167_c1_g1_i1",-1.745190344,3.330480545,12.29782637,0.000453486,0.004654975,"T2_vs_CTL","down"
"18374","TRINITY_DN62073_c0_g3_i1",1.714735834,3.880584291,12.29546783,0.00045406,0.004658005,"T2_vs_CTL","up"
"18375","TRINITY_DN59698_c0_g1_i1",-1.70545824,3.841512736,12.29331339,0.000454584,0.00466053,"T2_vs_CTL","down"
"18376","TRINITY_DN44088_c0_g1_i1",3.565298872,-1.169670994,12.29029375,0.00045532,0.004665219,"T2_vs_CTL","up"
"18377","TRINITY_DN61782_c7_g1_i2",-1.74875555,3.265547009,12.28494981,0.000456626,0.004675735,"T2_vs_CTL","down"
"18378","TRINITY_DN49598_c0_g1_i1",1.917351971,2.279041947,12.27647882,0.000458703,0.004693761,"T2_vs_CTL","up"
"18379","TRINITY_DN46396_c0_g1_i2",-1.714988208,3.54647858,12.27548757,0.000458947,0.004693761,"T2_vs_CTL","down"
"18380","TRINITY_DN37114_c0_g1_i1",-1.885188588,2.400043965,12.27407977,0.000459293,0.004694435,"T2_vs_CTL","down"
"18381","TRINITY_DN29858_c0_g1_i1",-1.712619231,3.623231075,12.27070001,0.000460126,0.004700075,"T2_vs_CTL","down"
"18382","TRINITY_DN79403_c0_g1_i1",3.416912084,-1.130240948,12.26862566,0.000460637,0.004702434,"T2_vs_CTL","up"
"18383","TRINITY_DN44491_c0_g1_i1",1.86654564,2.621686503,12.26658911,0.00046114,0.0047047,"T2_vs_CTL","up"
"18384","TRINITY_DN60055_c2_g1_i2",5.047046703,-1.222983181,12.26505219,0.00046152,0.004705708,"T2_vs_CTL","up"
"18385","TRINITY_DN61531_c0_g3_i1",3.452591782,-0.572563218,12.25986296,0.000462805,0.00471594,"T2_vs_CTL","up"
"18386","TRINITY_DN49434_c0_g1_i1",-2.168892281,1.059610229,12.25511525,0.000463984,0.004725078,"T2_vs_CTL","down"
"18387","TRINITY_DN24571_c0_g1_i1",-1.667004387,4.941225983,12.25262931,0.000464603,0.004728501,"T2_vs_CTL","down"
"18388","TRINITY_DN49141_c0_g1_i1",-1.888554566,2.422185991,12.24960139,0.000465358,0.004733303,"T2_vs_CTL","down"
"18389","TRINITY_DN62041_c0_g1_i1",-2.575070259,-0.194736679,12.23620766,0.00046871,0.004764507,"T2_vs_CTL","down"
"18390","TRINITY_DN57535_c0_g1_i1",1.657747934,6.457830962,12.21914697,0.000473016,0.004805356,"T2_vs_CTL","up"
"18391","TRINITY_DN62173_c0_g1_i1",-1.661073747,5.109703861,12.21602367,0.000473808,0.004810488,"T2_vs_CTL","down"
"18392","TRINITY_DN116194_c0_g1_i1",3.591620115,-0.192959832,12.2127913,0.00047463,0.004815909,"T2_vs_CTL","up"
"18393","TRINITY_DN6846_c0_g1_i1",1.700102158,3.86211559,12.20964761,0.00047543,0.004819342,"T2_vs_CTL","up"
"18394","TRINITY_DN54044_c0_g1_i1",1.658613866,5.436511993,12.20903004,0.000475588,0.004819342,"T2_vs_CTL","up"
"18395","TRINITY_DN62573_c2_g1_i3",1.653687704,6.015078022,12.20798941,0.000475853,0.004819342,"T2_vs_CTL","up"
"18396","TRINITY_DN52736_c0_g1_i1",1.71298927,3.637862506,12.20650354,0.000476232,0.004819342,"T2_vs_CTL","up"
"18397","TRINITY_DN61586_c0_g1_i2",-1.749201858,3.201169099,12.20581708,0.000476407,0.004819342,"T2_vs_CTL","down"
"18398","TRINITY_DN54426_c1_g1_i1",3.943868423,-1.183973062,12.20317757,0.000477082,0.004823251,"T2_vs_CTL","up"
"18399","TRINITY_DN51122_c0_g1_i2",1.978517681,1.935254814,12.19213781,0.000479914,0.004848951,"T2_vs_CTL","up"
"18400","TRINITY_DN65202_c0_g1_i1",1.850720715,3.073811316,12.19092624,0.000480225,0.004849175,"T2_vs_CTL","up"
"18401","TRINITY_DN59431_c0_g1_i1",-2.67057728,-0.280595512,12.18817402,0.000480934,0.004853408,"T2_vs_CTL","down"
"18402","TRINITY_DN51317_c0_g1_i1",-2.102154047,1.252212142,12.18300535,0.000482269,0.004863942,"T2_vs_CTL","down"
"18403","TRINITY_DN50656_c0_g1_i1",-2.733870974,-0.522498772,12.16886788,0.000485938,0.004897997,"T2_vs_CTL","down"
"18404","TRINITY_DN10937_c0_g1_i1",-2.60360955,-0.048838821,12.16718913,0.000486375,0.004899457,"T2_vs_CTL","down"
"18405","TRINITY_DN63288_c1_g2_i2",1.695922711,4.134144247,12.16427436,0.000487136,0.004904169,"T2_vs_CTL","up"
"18406","TRINITY_DN39532_c0_g1_i1",-1.965798806,1.938523231,12.15184943,0.000490392,0.004933981,"T2_vs_CTL","down"
"18407","TRINITY_DN40535_c0_g1_i1",-1.979536121,1.897261837,12.14759742,0.000491511,0.004942273,"T2_vs_CTL","down"
"18408","TRINITY_DN36888_c0_g1_i1",1.712441389,9.178232246,12.14627053,0.000491861,0.004942822,"T2_vs_CTL","up"
"18409","TRINITY_DN3193_c0_g1_i1",2.832246149,2.872447172,12.13497262,0.00049485,0.004969873,"T2_vs_CTL","up"
"18410","TRINITY_DN40859_c0_g1_i1",-3.69142501,-1.162683968,12.12941655,0.000496326,0.004981713,"T2_vs_CTL","down"
"18411","TRINITY_DN51856_c2_g1_i1",1.656216988,5.209506998,12.12705762,0.000496955,0.00498503,"T2_vs_CTL","up"
"18412","TRINITY_DN64310_c1_g1_i2",1.691562806,4.339023141,12.12291238,0.000498061,0.004993132,"T2_vs_CTL","up"
"18413","TRINITY_DN55215_c0_g1_i2",-1.660337372,4.839101391,12.11941238,0.000498996,0.004999518,"T2_vs_CTL","down"
"18414","TRINITY_DN28714_c0_g1_i1",-1.695012998,8.556927703,12.11784506,0.000499416,0.00500073,"T2_vs_CTL","down"
"18415","TRINITY_DN63927_c3_g1_i7",-3.116934967,-0.067622526,12.11386959,0.000500482,0.005008407,"T2_vs_CTL","down"
"18416","TRINITY_DN58861_c0_g1_i1",-1.642708607,5.824532706,12.10696431,0.000502339,0.005023985,"T2_vs_CTL","down"
"18417","TRINITY_DN60208_c1_g1_i1",2.469575898,0.745647886,12.10265059,0.000503502,0.005032615,"T2_vs_CTL","up"
"18418","TRINITY_DN60006_c0_g1_i1",-2.178550414,0.900579711,12.10101614,0.000503944,0.005034023,"T2_vs_CTL","down"
"18419","TRINITY_DN54115_c1_g1_i1",-1.760097211,3.020989292,12.09989036,0.000504248,0.00503406,"T2_vs_CTL","down"
"18420","TRINITY_DN26615_c0_g1_i1",3.392778592,-1.058347674,12.09825286,0.000504691,0.00503548,"T2_vs_CTL","up"
"18421","TRINITY_DN20336_c0_g1_i1",-1.807615146,2.741231838,12.09456534,0.00050569,0.005042443,"T2_vs_CTL","down"
"18422","TRINITY_DN40537_c0_g1_i1",-1.770116755,2.967628425,12.08714832,0.000507706,0.00505657,"T2_vs_CTL","down"
"18423","TRINITY_DN11297_c0_g1_i1",2.461022324,0.116195428,12.08712959,0.000507711,0.00505657,"T2_vs_CTL","up"
"18424","TRINITY_DN35502_c0_g1_i1",1.651882169,5.830265674,12.0846203,0.000508395,0.005060369,"T2_vs_CTL","up"
"18425","TRINITY_DN53948_c0_g1_i1",1.662305531,4.809989834,12.06486601,0.00051381,0.005111234,"T2_vs_CTL","up"
"18426","TRINITY_DN57322_c0_g1_i2",-1.644885923,5.348127457,12.05571938,0.000516337,0.005133324,"T2_vs_CTL","down"
"18427","TRINITY_DN52213_c0_g1_i1",-1.662814816,4.493134578,12.05268255,0.000517179,0.005138642,"T2_vs_CTL","down"
"18428","TRINITY_DN45002_c0_g1_i1",1.883826992,2.819595978,12.05086581,0.000517683,0.005140601,"T2_vs_CTL","up"
"18429","TRINITY_DN39584_c0_g1_i1",1.972934384,1.911532979,12.04584138,0.000519081,0.00515142,"T2_vs_CTL","up"
"18430","TRINITY_DN61448_c0_g1_i1",-2.026380237,1.523888079,12.04255205,0.000519997,0.005157461,"T2_vs_CTL","down"
"18431","TRINITY_DN53526_c0_g1_i2",1.660405556,7.375592856,12.04115912,0.000520386,0.005158261,"T2_vs_CTL","up"
"18432","TRINITY_DN25881_c0_g1_i1",-1.64340036,6.576482668,12.03539818,0.000521997,0.005171166,"T2_vs_CTL","down"
"18433","TRINITY_DN61864_c0_g1_i1",-2.925379771,-0.658100385,12.03401354,0.000522385,0.005171949,"T2_vs_CTL","down"
"18434","TRINITY_DN49168_c0_g1_i2",1.728909713,3.343412036,12.0322676,0.000522874,0.005173736,"T2_vs_CTL","up"
"18435","TRINITY_DN53868_c0_g1_i2",2.807845796,-0.794561326,12.02113287,0.000526007,0.005199423,"T2_vs_CTL","up"
"18436","TRINITY_DN46894_c0_g1_i1",1.732456373,3.312645481,12.01863421,0.000526713,0.005199423,"T2_vs_CTL","up"
"18437","TRINITY_DN64977_c13_g1_i1",-1.685278044,8.464813249,12.01791533,0.000526916,0.005199423,"T2_vs_CTL","down"
"18438","TRINITY_DN47555_c0_g1_i1",-1.761196676,2.973028948,12.01769097,0.000526979,0.005199423,"T2_vs_CTL","down"
"18439","TRINITY_DN70130_c0_g1_i1",-1.673790415,4.055033959,12.01753679,0.000527023,0.005199423,"T2_vs_CTL","down"
"18440","TRINITY_DN54508_c0_g1_i1",1.651798194,7.128779721,12.01178518,0.000528652,0.005212421,"T2_vs_CTL","up"
"18441","TRINITY_DN61866_c3_g1_i1",-1.865235197,2.386703098,12.01050792,0.000529014,0.005212925,"T2_vs_CTL","down"
"18442","TRINITY_DN65433_c0_g1_i1",-1.648064884,6.99241482,12.00839559,0.000529614,0.005215766,"T2_vs_CTL","down"
"18443","TRINITY_DN55840_c0_g1_i1",-1.641404545,6.605805596,12.00336467,0.000531046,0.00522679,"T2_vs_CTL","down"
"18444","TRINITY_DN60584_c0_g2_i1",-1.804607625,2.715161076,11.97362771,0.000539588,0.005305768,"T2_vs_CTL","down"
"18445","TRINITY_DN5687_c0_g1_i1",-1.684136927,4.030127975,11.97322705,0.000539704,0.005305768,"T2_vs_CTL","down"
"18446","TRINITY_DN55640_c0_g1_i1",-1.675430656,8.207418154,11.97162481,0.000540168,0.005307216,"T2_vs_CTL","down"
"18447","TRINITY_DN65311_c0_g1_i1",-2.060074013,1.293411787,11.96895884,0.000540942,0.005309442,"T2_vs_CTL","down"
"18448","TRINITY_DN62358_c0_g1_i1",-1.873243476,2.379116847,11.96865764,0.000541029,0.005309442,"T2_vs_CTL","down"
"18449","TRINITY_DN27815_c0_g1_i1",3.189709858,-1.049496189,11.96507182,0.000542071,0.005316553,"T2_vs_CTL","up"
