"transcript","logFC","logCPM","LR","PValue","FDR","contrast","expression"
"17248","TRINITY_DN61827_c0_g1_i4",-3.172020943,0.973035603,23.72990429,1.11e-06,3.67e-05,"T2_vs_CTL","down"
"17249","TRINITY_DN56302_c0_g1_i1",2.39577073,7.581310968,23.71790315,1.12e-06,3.68e-05,"T2_vs_CTL","up"
"17250","TRINITY_DN56218_c1_g1_i1",2.49040438,10.3684593,23.68786502,1.13e-06,3.73e-05,"T2_vs_CTL","up"
"17251","TRINITY_DN52991_c0_g1_i1",-2.35497982,5.55602741,23.64900203,1.16e-06,3.8e-05,"T2_vs_CTL","down"
"17252","TRINITY_DN52237_c0_g1_i1",-2.392310606,7.606110657,23.6411751,1.16e-06,3.81e-05,"T2_vs_CTL","down"
"17253","TRINITY_DN26696_c0_g1_i1",3.829239559,0.850042871,23.62412455,1.17e-06,3.84e-05,"T2_vs_CTL","up"
"17254","TRINITY_DN58879_c0_g1_i1",-2.405057358,4.242362999,23.58174993,1.2e-06,3.91e-05,"T2_vs_CTL","down"
"17255","TRINITY_DN56040_c0_g1_i1",2.367996039,7.065000569,23.52858087,1.23e-06,4.02e-05,"T2_vs_CTL","up"
"17256","TRINITY_DN58383_c0_g1_i4",4.047067879,-0.22741099,23.50547941,1.25e-06,4.06e-05,"T2_vs_CTL","up"
"17257","TRINITY_DN48598_c0_g1_i1",-2.453935615,3.430500756,23.49139891,1.25e-06,4.08e-05,"T2_vs_CTL","down"
"17258","TRINITY_DN41356_c0_g1_i1",-2.345339889,6.171789206,23.48079504,1.26e-06,4.09e-05,"T2_vs_CTL","down"
"17259","TRINITY_DN61889_c0_g1_i1",-2.341073015,5.710052985,23.46827869,1.27e-06,4.11e-05,"T2_vs_CTL","down"
"17260","TRINITY_DN48663_c0_g1_i1",-2.402928578,4.146863827,23.46374263,1.27e-06,4.11e-05,"T2_vs_CTL","down"
"17261","TRINITY_DN58317_c0_g1_i1",-2.579831006,2.765176305,23.44133337,1.29e-06,4.15e-05,"T2_vs_CTL","down"
"17262","TRINITY_DN59053_c6_g1_i1",6.292031078,-0.163937382,23.40349093,1.31e-06,4.23e-05,"T2_vs_CTL","up"
"17263","TRINITY_DN3303_c0_g1_i1",5.504064779,-1.150989919,23.34168456,1.36e-06,4.36e-05,"T2_vs_CTL","up"
"17264","TRINITY_DN62915_c0_g1_i2",2.950416166,1.73044298,23.32344461,1.37e-06,4.39e-05,"T2_vs_CTL","up"
"17265","TRINITY_DN25557_c0_g1_i1",3.7330872,1.166721816,23.2869693,1.4e-06,4.47e-05,"T2_vs_CTL","up"
"17266","TRINITY_DN65306_c0_g2_i1",-2.413663946,3.631310945,23.25280765,1.42e-06,4.54e-05,"T2_vs_CTL","down"
"17267","TRINITY_DN55857_c0_g1_i1",-2.761553889,2.147551304,23.22520814,1.44e-06,4.59e-05,"T2_vs_CTL","down"
"17268","TRINITY_DN56927_c0_g1_i1",2.450332272,9.969378747,23.22503389,1.44e-06,4.59e-05,"T2_vs_CTL","up"
"17269","TRINITY_DN35666_c0_g1_i1",-3.745745255,0.489243303,23.20301369,1.46e-06,4.63e-05,"T2_vs_CTL","down"
"17270","TRINITY_DN43913_c0_g1_i1",4.922077975,-0.60299328,23.18749739,1.47e-06,4.66e-05,"T2_vs_CTL","up"
"17271","TRINITY_DN37041_c0_g1_i1",-2.395912425,8.409770153,23.16649335,1.49e-06,4.7e-05,"T2_vs_CTL","down"
"17272","TRINITY_DN32006_c0_g1_i1",-2.33190595,5.383713693,23.15048776,1.5e-06,4.73e-05,"T2_vs_CTL","down"
"17273","TRINITY_DN62401_c0_g1_i1",2.441462153,3.571077992,23.13360121,1.51e-06,4.76e-05,"T2_vs_CTL","up"
"17274","TRINITY_DN64737_c0_g1_i1",-2.341461164,7.01456301,23.12874763,1.52e-06,4.77e-05,"T2_vs_CTL","down"
"17275","TRINITY_DN65112_c0_g2_i2",2.33301153,6.529546094,23.10689979,1.53e-06,4.81e-05,"T2_vs_CTL","up"
"17276","TRINITY_DN36053_c1_g1_i1",-2.332148172,6.844371484,23.04325671,1.58e-06,4.96e-05,"T2_vs_CTL","down"
"17277","TRINITY_DN15665_c0_g1_i1",-2.709532068,2.248706956,23.04170369,1.59e-06,4.96e-05,"T2_vs_CTL","down"
"17278","TRINITY_DN6841_c0_g1_i1",2.461385128,10.72659301,23.01349712,1.61e-06,5.02e-05,"T2_vs_CTL","up"
"17279","TRINITY_DN40805_c0_g1_i1",-2.561480866,2.801124407,22.99613348,1.62e-06,5.06e-05,"T2_vs_CTL","down"
"17280","TRINITY_DN53597_c0_g1_i1",-2.525521373,2.870083041,22.98341834,1.63e-06,5.08e-05,"T2_vs_CTL","down"
"17281","TRINITY_DN40992_c1_g1_i1",-2.352203084,7.548727519,22.95918886,1.65e-06,5.14e-05,"T2_vs_CTL","down"
"17282","TRINITY_DN61284_c0_g1_i1",-2.33598386,4.910515768,22.94730121,1.67e-06,5.16e-05,"T2_vs_CTL","down"
"17283","TRINITY_DN42427_c0_g1_i1",-2.386151594,3.837871156,22.94402292,1.67e-06,5.16e-05,"T2_vs_CTL","down"
"17284","TRINITY_DN59015_c2_g3_i1",-2.339018766,4.830217511,22.93136143,1.68e-06,5.19e-05,"T2_vs_CTL","down"
"17285","TRINITY_DN51042_c1_g1_i5",2.389923529,3.719235218,22.90867958,1.7e-06,5.24e-05,"T2_vs_CTL","up"
"17286","TRINITY_DN56869_c0_g1_i1",3.592910638,0.451953919,22.90028072,1.71e-06,5.25e-05,"T2_vs_CTL","up"
"17287","TRINITY_DN55777_c0_g1_i1",-2.569032604,2.713816744,22.87643178,1.73e-06,5.31e-05,"T2_vs_CTL","down"
"17288","TRINITY_DN62921_c0_g1_i1",-3.024193251,1.180100446,22.8590964,1.74e-06,5.35e-05,"T2_vs_CTL","down"
"17289","TRINITY_DN50799_c0_g1_i1",2.440391099,3.519535699,22.83953478,1.76e-06,5.39e-05,"T2_vs_CTL","up"
"17290","TRINITY_DN47736_c0_g1_i1",-2.31047861,6.289426059,22.81955417,1.78e-06,5.43e-05,"T2_vs_CTL","down"
"17291","TRINITY_DN29098_c0_g1_i1",-2.380015266,4.141473713,22.81812627,1.78e-06,5.43e-05,"T2_vs_CTL","down"
"17292","TRINITY_DN62709_c0_g2_i1",-2.383921858,3.822716281,22.77008184,1.83e-06,5.56e-05,"T2_vs_CTL","down"
"17293","TRINITY_DN56899_c0_g1_i1",-2.591630613,2.662907818,22.74178179,1.85e-06,5.63e-05,"T2_vs_CTL","down"
"17294","TRINITY_DN80475_c0_g1_i1",2.768329295,2.11483088,22.7235113,1.87e-06,5.67e-05,"T2_vs_CTL","up"
"17295","TRINITY_DN64575_c0_g1_i5",-2.311259545,5.261203858,22.71722412,1.88e-06,5.68e-05,"T2_vs_CTL","down"
"17296","TRINITY_DN37151_c0_g1_i1",-2.469937396,3.07748865,22.71475101,1.88e-06,5.68e-05,"T2_vs_CTL","down"
"17297","TRINITY_DN108055_c0_g1_i1",6.437349221,-1.023011073,22.7077152,1.89e-06,5.69e-05,"T2_vs_CTL","up"
"17298","TRINITY_DN5699_c0_g1_i1",-2.303833018,6.187907663,22.70211499,1.89e-06,5.7e-05,"T2_vs_CTL","down"
"17299","TRINITY_DN63236_c0_g1_i1",-2.357598299,4.112587307,22.6940885,1.9e-06,5.71e-05,"T2_vs_CTL","down"
"17300","TRINITY_DN46750_c0_g1_i1",-2.970677841,1.336936015,22.68585594,1.91e-06,5.71e-05,"T2_vs_CTL","down"
"17301","TRINITY_DN60952_c0_g1_i1",-2.708379411,2.151574986,22.68533915,1.91e-06,5.71e-05,"T2_vs_CTL","down"
"17302","TRINITY_DN53194_c0_g1_i1",-2.360418062,3.965485961,22.67183593,1.92e-06,5.75e-05,"T2_vs_CTL","down"
"17303","TRINITY_DN53281_c0_g1_i1",2.825731502,1.952277176,22.66424344,1.93e-06,5.76e-05,"T2_vs_CTL","up"
"17304","TRINITY_DN47927_c2_g1_i1",2.947038976,1.168514959,22.64341544,1.95e-06,5.8e-05,"T2_vs_CTL","up"
"17305","TRINITY_DN52519_c1_g1_i1",-2.450118965,11.19470308,22.64292151,1.95e-06,5.8e-05,"T2_vs_CTL","down"
"17306","TRINITY_DN46413_c0_g1_i1",-3.416371473,0.30678639,22.62299549,1.97e-06,5.84e-05,"T2_vs_CTL","down"
"17307","TRINITY_DN5332_c0_g1_i1",-4.119910337,-0.568151471,22.62185221,1.97e-06,5.84e-05,"T2_vs_CTL","down"
"17308","TRINITY_DN46633_c0_g1_i1",-2.321958614,4.702710774,22.60899224,1.99e-06,5.87e-05,"T2_vs_CTL","down"
"17309","TRINITY_DN63874_c0_g2_i1",-3.040488706,1.095280391,22.58819949,2.01e-06,5.93e-05,"T2_vs_CTL","down"
"17310","TRINITY_DN40728_c0_g1_i1",4.085540226,0.681137437,22.56221253,2.03e-06,6e-05,"T2_vs_CTL","up"
"17311","TRINITY_DN60357_c0_g2_i1",-3.041094841,1.264378318,22.53035747,2.07e-06,6.09e-05,"T2_vs_CTL","down"
"17312","TRINITY_DN98103_c0_g1_i1",6.313653806,-0.624088506,22.47054548,2.13e-06,6.27e-05,"T2_vs_CTL","up"
"17313","TRINITY_DN57097_c0_g1_i1",-2.299463074,5.159495049,22.45545421,2.15e-06,6.31e-05,"T2_vs_CTL","down"
"17314","TRINITY_DN16313_c0_g1_i1",2.378236799,3.782374136,22.41721882,2.19e-06,6.42e-05,"T2_vs_CTL","up"
"17315","TRINITY_DN45056_c0_g1_i1",6.498247236,-1.476182502,22.41416434,2.2e-06,6.42e-05,"T2_vs_CTL","up"
"17316","TRINITY_DN61725_c3_g1_i2",2.512115506,2.904589233,22.30803696,2.32e-06,6.77e-05,"T2_vs_CTL","up"
"17317","TRINITY_DN58494_c2_g1_i1",3.263014772,1.020288876,22.28589311,2.35e-06,6.83e-05,"T2_vs_CTL","up"
"17318","TRINITY_DN59009_c0_g1_i1",2.867456349,1.47843824,22.28560719,2.35e-06,6.83e-05,"T2_vs_CTL","up"
"17319","TRINITY_DN59649_c0_g2_i1",-2.502863933,2.798996703,22.27560038,2.36e-06,6.85e-05,"T2_vs_CTL","down"
"17320","TRINITY_DN59015_c2_g1_i1",-2.285708735,5.304136238,22.25906381,2.38e-06,6.9e-05,"T2_vs_CTL","down"
"17321","TRINITY_DN17655_c0_g1_i1",-2.292420553,5.075086938,22.25529553,2.39e-06,6.9e-05,"T2_vs_CTL","down"
"17322","TRINITY_DN63043_c1_g2_i1",-3.236629343,0.736645882,22.24985752,2.39e-06,6.9e-05,"T2_vs_CTL","down"
"17323","TRINITY_DN27601_c1_g1_i1",-2.283402865,5.329329532,22.24975701,2.39e-06,6.9e-05,"T2_vs_CTL","down"
"17324","TRINITY_DN45653_c0_g1_i1",-2.277965575,5.55006784,22.23693097,2.41e-06,6.93e-05,"T2_vs_CTL","down"
"17325","TRINITY_DN64525_c5_g1_i1",2.285919716,5.449281862,22.22474659,2.43e-06,6.96e-05,"T2_vs_CTL","up"
"17326","TRINITY_DN43171_c0_g1_i1",4.284637551,0.400656551,22.1964089,2.46e-06,7.06e-05,"T2_vs_CTL","up"
"17327","TRINITY_DN80807_c0_g1_i1",4.985141558,0.354290134,22.1897974,2.47e-06,7.07e-05,"T2_vs_CTL","up"
"17328","TRINITY_DN51044_c0_g1_i1",-2.453325972,3.042261624,22.17104396,2.49e-06,7.12e-05,"T2_vs_CTL","down"
"17329","TRINITY_DN61815_c0_g1_i1",2.434769445,3.362688274,22.1680948,2.5e-06,7.12e-05,"T2_vs_CTL","up"
"17330","TRINITY_DN58132_c0_g2_i1",-2.300239371,4.573885638,22.16639343,2.5e-06,7.12e-05,"T2_vs_CTL","down"
"17331","TRINITY_DN46172_c0_g2_i1",-2.441476788,3.020869429,22.15026814,2.52e-06,7.17e-05,"T2_vs_CTL","down"
"17332","TRINITY_DN26055_c0_g1_i1",-2.282527551,5.145898747,22.14195759,2.53e-06,7.19e-05,"T2_vs_CTL","down"
"17333","TRINITY_DN42318_c0_g1_i1",2.416840318,3.396518044,22.11504434,2.57e-06,7.27e-05,"T2_vs_CTL","up"
"17334","TRINITY_DN64511_c0_g1_i1",-2.285891646,4.947250331,22.10016909,2.59e-06,7.32e-05,"T2_vs_CTL","down"
"17335","TRINITY_DN50912_c1_g1_i2",2.748367194,2.107918831,22.09407199,2.6e-06,7.33e-05,"T2_vs_CTL","up"
"17336","TRINITY_DN59132_c0_g1_i2",-2.337129598,3.880809993,22.03154416,2.68e-06,7.56e-05,"T2_vs_CTL","down"
"17337","TRINITY_DN38334_c0_g1_i1",2.350153855,4.866776118,22.02567519,2.69e-06,7.57e-05,"T2_vs_CTL","up"
"17338","TRINITY_DN122947_c0_g1_i1",5.350568096,-1.105529134,21.98891666,2.74e-06,7.7e-05,"T2_vs_CTL","up"
"17339","TRINITY_DN40911_c0_g1_i1",6.444253331,-1.473980399,21.98119447,2.75e-06,7.72e-05,"T2_vs_CTL","up"
"17340","TRINITY_DN34335_c0_g1_i1",-2.263849545,6.046312708,21.9383187,2.82e-06,7.88e-05,"T2_vs_CTL","down"
"17341","TRINITY_DN46684_c0_g1_i1",3.386844639,0.524963385,21.93187587,2.83e-06,7.9e-05,"T2_vs_CTL","up"
"17342","TRINITY_DN59303_c0_g1_i4",2.902653424,1.452918065,21.92571608,2.83e-06,7.91e-05,"T2_vs_CTL","up"
"17343","TRINITY_DN53761_c0_g1_i1",2.397413286,3.385128254,21.90620534,2.86e-06,7.98e-05,"T2_vs_CTL","up"
"17344","TRINITY_DN60773_c0_g1_i1",-2.720760329,1.953292522,21.85527564,2.94e-06,8.18e-05,"T2_vs_CTL","down"
"17345","TRINITY_DN52432_c2_g1_i1",3.50006075,1.241606945,21.8419184,2.96e-06,8.22e-05,"T2_vs_CTL","up"
"17346","TRINITY_DN53183_c0_g1_i1",-2.264285759,5.144591725,21.8280664,2.98e-06,8.27e-05,"T2_vs_CTL","down"
"17347","TRINITY_DN53315_c0_g1_i1",-3.059876258,0.864770268,21.82251867,2.99e-06,8.27e-05,"T2_vs_CTL","down"
"17348","TRINITY_DN59014_c0_g1_i1",-2.706128859,2.154999229,21.82108671,2.99e-06,8.27e-05,"T2_vs_CTL","down"
"17349","TRINITY_DN50182_c0_g1_i1",-3.552661102,-0.120915644,21.77695969,3.06e-06,8.45e-05,"T2_vs_CTL","down"
"17350","TRINITY_DN59530_c5_g1_i1",2.268603263,5.165106208,21.76167386,3.09e-06,8.5e-05,"T2_vs_CTL","up"
"17351","TRINITY_DN136730_c0_g1_i1",2.259074544,6.739582897,21.7447322,3.11e-06,8.56e-05,"T2_vs_CTL","up"
"17352","TRINITY_DN63758_c1_g1_i1",-2.615373228,2.49184234,21.72679197,3.14e-06,8.63e-05,"T2_vs_CTL","down"
"17353","TRINITY_DN64452_c0_g1_i1",-3.97963021,-0.411038851,21.71274112,3.17e-06,8.66e-05,"T2_vs_CTL","down"
"17354","TRINITY_DN39963_c0_g1_i1",2.251182337,6.057183096,21.71255157,3.17e-06,8.66e-05,"T2_vs_CTL","up"
"17355","TRINITY_DN57185_c0_g1_i1",-3.388024895,0.293815046,21.69077156,3.2e-06,8.75e-05,"T2_vs_CTL","down"
"17356","TRINITY_DN138413_c0_g1_i1",6.304805047,-0.959231086,21.61570674,3.33e-06,9.08e-05,"T2_vs_CTL","up"
"17357","TRINITY_DN63571_c0_g1_i2",-4.320916864,-0.71526916,21.61298658,3.34e-06,9.08e-05,"T2_vs_CTL","down"
"17358","TRINITY_DN23187_c0_g1_i1",4.089140318,0.444500237,21.60789098,3.34e-06,9.08e-05,"T2_vs_CTL","up"
"17359","TRINITY_DN51075_c0_g2_i1",2.298940932,3.96357238,21.60777087,3.34e-06,9.08e-05,"T2_vs_CTL","up"
"17360","TRINITY_DN51844_c0_g1_i1",3.394475221,0.572057453,21.56933387,3.41e-06,9.25e-05,"T2_vs_CTL","up"
"17361","TRINITY_DN45819_c0_g1_i1",2.345404255,3.570599923,21.52081832,3.5e-06,9.47e-05,"T2_vs_CTL","up"
"17362","TRINITY_DN65311_c5_g2_i1",-2.287415838,4.002867167,21.45953036,3.61e-06,9.76e-05,"T2_vs_CTL","down"
"17363","TRINITY_DN35930_c0_g1_i1",2.518047122,2.684833231,21.45188108,3.63e-06,9.78e-05,"T2_vs_CTL","up"
"17364","TRINITY_DN34202_c0_g1_i1",4.358612901,-0.954340548,21.4038276,3.72e-06,0.000100136,"T2_vs_CTL","up"
"17365","TRINITY_DN52962_c0_g1_i1",-2.507237896,2.545582039,21.35402033,3.82e-06,0.000102607,"T2_vs_CTL","down"
"17366","TRINITY_DN47759_c1_g1_i2",6.263137513,-0.925853233,21.34850288,3.83e-06,0.000102738,"T2_vs_CTL","up"
"17367","TRINITY_DN52995_c1_g1_i1",-2.24201189,4.992417016,21.33350559,3.86e-06,0.000103259,"T2_vs_CTL","down"
"17368","TRINITY_DN23956_c0_g1_i1",2.318364403,4.284313915,21.3326723,3.86e-06,0.000103259,"T2_vs_CTL","up"
"17369","TRINITY_DN34013_c0_g1_i1",-2.775129879,1.562541104,21.32881932,3.87e-06,0.000103301,"T2_vs_CTL","down"
"17370","TRINITY_DN63147_c0_g1_i1",-2.600033643,2.225475783,21.31394437,3.9e-06,0.00010394,"T2_vs_CTL","down"
"17371","TRINITY_DN62253_c0_g1_i1",2.788598519,1.968499322,21.30611679,3.91e-06,0.0001042,"T2_vs_CTL","up"
"17372","TRINITY_DN62705_c0_g1_i1",2.281280571,4.124385584,21.28896311,3.95e-06,0.000104967,"T2_vs_CTL","up"
"17373","TRINITY_DN53957_c0_g1_i1",6.282705015,-1.041370939,21.28597379,3.96e-06,0.000104967,"T2_vs_CTL","up"
"17374","TRINITY_DN62784_c0_g1_i1",-2.754864267,1.590319913,21.26060539,4.01e-06,0.000106197,"T2_vs_CTL","down"
"17375","TRINITY_DN36645_c0_g1_i1",6.31491226,-1.249579139,21.25353082,4.02e-06,0.000106421,"T2_vs_CTL","up"
"17376","TRINITY_DN50959_c0_g1_i1",3.330342224,0.710368042,21.23918141,4.05e-06,0.000107052,"T2_vs_CTL","up"
"17377","TRINITY_DN64014_c1_g2_i2",-4.097492808,-0.812653457,21.22012592,4.09e-06,0.000107951,"T2_vs_CTL","down"
"17378","TRINITY_DN49803_c2_g1_i1",-3.420695622,0.155584174,21.21581832,4.1e-06,0.000108024,"T2_vs_CTL","down"
"17379","TRINITY_DN62783_c0_g1_i2",2.361416176,3.366210552,21.17716067,4.19e-06,0.000110052,"T2_vs_CTL","up"
"17380","TRINITY_DN41654_c0_g1_i2",4.294905084,-0.577942072,21.16952548,4.2e-06,0.000110318,"T2_vs_CTL","up"
"17381","TRINITY_DN30335_c0_g1_i1",2.814765485,2.331335374,21.16554993,4.21e-06,0.000110374,"T2_vs_CTL","up"
"17382","TRINITY_DN51762_c0_g1_i2",-2.476969638,2.643643972,21.16230113,4.22e-06,0.000110388,"T2_vs_CTL","down"
"17383","TRINITY_DN41413_c0_g1_i1",-2.322375259,3.362384547,21.15483432,4.24e-06,0.000110484,"T2_vs_CTL","down"
"17384","TRINITY_DN64104_c1_g3_i1",2.245047292,4.624841338,21.15465448,4.24e-06,0.000110484,"T2_vs_CTL","up"
"17385","TRINITY_DN57891_c0_g1_i1",-2.225296939,5.068812572,21.10071772,4.36e-06,0.000113462,"T2_vs_CTL","down"
"17386","TRINITY_DN51207_c0_g1_i1",3.680139524,-0.094940977,21.07784166,4.41e-06,0.000114646,"T2_vs_CTL","up"
"17387","TRINITY_DN29375_c0_g2_i1",2.254967549,4.575512466,21.0353083,4.51e-06,0.000117037,"T2_vs_CTL","up"
"17388","TRINITY_DN46055_c0_g1_i1",2.494316286,2.590261395,21.01681874,4.55e-06,0.000117989,"T2_vs_CTL","up"
"17389","TRINITY_DN58444_c0_g1_i2",5.956824992,0.307771549,20.99570015,4.6e-06,0.000118935,"T2_vs_CTL","up"
"17390","TRINITY_DN52594_c0_g1_i1",-2.22228163,4.969896813,20.9955978,4.6e-06,0.000118935,"T2_vs_CTL","down"
"17391","TRINITY_DN65245_c5_g1_i1",4.736789685,1.034397489,20.98891747,4.62e-06,0.000119167,"T2_vs_CTL","up"
"17392","TRINITY_DN54089_c0_g1_i1",3.591282365,0.236855598,20.97629558,4.65e-06,0.000119639,"T2_vs_CTL","up"
"17393","TRINITY_DN61507_c0_g1_i1",2.270526712,4.138565848,20.97446108,4.65e-06,0.000119639,"T2_vs_CTL","up"
"17394","TRINITY_DN41743_c0_g1_i1",-3.659585794,-0.313631053,20.9725059,4.66e-06,0.000119639,"T2_vs_CTL","down"
"17395","TRINITY_DN113352_c0_g1_i1",6.180571196,-0.768703911,20.95544844,4.7e-06,0.000120524,"T2_vs_CTL","up"
"17396","TRINITY_DN43452_c0_g1_i1",2.251840092,4.42332386,20.95138528,4.71e-06,0.000120595,"T2_vs_CTL","up"
"17397","TRINITY_DN54458_c0_g1_i1",-2.201965871,5.633338264,20.88982392,4.86e-06,0.000124344,"T2_vs_CTL","down"
"17398","TRINITY_DN46774_c0_g1_i2",2.26006749,4.159835223,20.88010425,4.89e-06,0.000124786,"T2_vs_CTL","up"
"17399","TRINITY_DN54771_c0_g1_i1",-3.072933661,0.715712986,20.78468797,5.14e-06,0.00013096,"T2_vs_CTL","down"
"17400","TRINITY_DN93885_c0_g1_i1",3.699520801,-0.074747856,20.75518564,5.22e-06,0.000132669,"T2_vs_CTL","up"
"17401","TRINITY_DN28042_c0_g1_i1",2.422162171,2.800948018,20.75198417,5.23e-06,0.000132669,"T2_vs_CTL","up"
"17402","TRINITY_DN64301_c0_g1_i2",-2.189362204,5.662045989,20.75114162,5.23e-06,0.000132669,"T2_vs_CTL","down"
"17403","TRINITY_DN64557_c1_g1_i1",-2.188309604,5.892211529,20.73754662,5.27e-06,0.000133412,"T2_vs_CTL","down"
"17404","TRINITY_DN58166_c0_g1_i1",2.74690876,1.751104439,20.72418559,5.3e-06,0.000134143,"T2_vs_CTL","up"
"17405","TRINITY_DN40861_c0_g1_i1",-2.195022204,6.550518325,20.71928222,5.32e-06,0.000134145,"T2_vs_CTL","down"
"17406","TRINITY_DN51772_c0_g1_i2",-2.234205915,4.222398401,20.71838085,5.32e-06,0.000134145,"T2_vs_CTL","down"
"17407","TRINITY_DN60994_c0_g3_i1",4.201404447,-0.702289507,20.71452561,5.33e-06,0.000134213,"T2_vs_CTL","up"
"17408","TRINITY_DN56114_c0_g1_i1",4.826161332,-0.901798118,20.69140928,5.4e-06,0.000135639,"T2_vs_CTL","up"
"17409","TRINITY_DN27687_c1_g1_i2",3.621162805,1.09990829,20.67567835,5.44e-06,0.000136553,"T2_vs_CTL","up"
"17410","TRINITY_DN48028_c0_g1_i1",5.965014484,-0.037035531,20.66600992,5.47e-06,0.00013684,"T2_vs_CTL","up"
"17411","TRINITY_DN55045_c0_g1_i1",2.257808305,3.964597748,20.66593356,5.47e-06,0.00013684,"T2_vs_CTL","up"
"17412","TRINITY_DN12218_c0_g1_i1",2.18976209,6.244764346,20.66070869,5.48e-06,0.000137009,"T2_vs_CTL","up"
"17413","TRINITY_DN48955_c0_g1_i2",-3.749984939,-0.200573496,20.63396574,5.56e-06,0.000138729,"T2_vs_CTL","down"
"17414","TRINITY_DN46414_c0_g1_i1",2.547380394,2.442002114,20.62877078,5.58e-06,0.000138827,"T2_vs_CTL","up"
"17415","TRINITY_DN54737_c0_g1_i1",3.950776033,0.020475184,20.62441005,5.59e-06,0.000138827,"T2_vs_CTL","up"
"17416","TRINITY_DN79353_c0_g1_i1",6.201695015,-1.079141294,20.62407317,5.59e-06,0.000138827,"T2_vs_CTL","up"
"17417","TRINITY_DN43286_c0_g1_i1",-2.201607864,4.84845635,20.61600122,5.61e-06,0.000139207,"T2_vs_CTL","down"
"17418","TRINITY_DN61914_c1_g1_i1",2.198815419,5.306090722,20.56256121,5.77e-06,0.000142936,"T2_vs_CTL","up"
"17419","TRINITY_DN41991_c0_g1_i1",-2.282068675,9.677882976,20.54527121,5.82e-06,0.000143807,"T2_vs_CTL","down"
"17420","TRINITY_DN48908_c0_g1_i1",-2.23868386,3.978616441,20.54526818,5.82e-06,0.000143807,"T2_vs_CTL","down"
"17421","TRINITY_DN49294_c0_g1_i1",-2.18565296,5.344241499,20.53557437,5.85e-06,0.000144325,"T2_vs_CTL","down"
"17422","TRINITY_DN45976_c0_g1_i1",3.69221984,1.04538695,20.52183879,5.9e-06,0.00014515,"T2_vs_CTL","up"
"17423","TRINITY_DN59418_c0_g1_i1",3.385295613,0.632906863,20.51772445,5.91e-06,0.000145249,"T2_vs_CTL","up"
"17424","TRINITY_DN63325_c0_g1_i1",-2.89910273,0.961959612,20.50144582,5.96e-06,0.000146275,"T2_vs_CTL","down"
"17425","TRINITY_DN52080_c0_g1_i1",-2.260696954,9.021825003,20.48314327,6.02e-06,0.000147464,"T2_vs_CTL","down"
"17426","TRINITY_DN61521_c0_g1_i2",2.79914987,1.597573871,20.45414036,6.11e-06,0.000149496,"T2_vs_CTL","up"
"17427","TRINITY_DN59212_c4_g1_i2",2.258907383,3.977314475,20.44048768,6.15e-06,0.000150347,"T2_vs_CTL","up"
"17428","TRINITY_DN49143_c0_g1_i2",4.469566271,-0.814661569,20.37068512,6.38e-06,0.000155705,"T2_vs_CTL","up"
"17429","TRINITY_DN60171_c0_g1_i1",2.173545109,6.148853639,20.31141465,6.58e-06,0.000160369,"T2_vs_CTL","up"
"17430","TRINITY_DN49984_c0_g1_i1",-2.214074575,4.207191703,20.30636798,6.6e-06,0.000160559,"T2_vs_CTL","down"
"17431","TRINITY_DN43150_c0_g1_i2",2.194486876,5.202702322,20.27985137,6.69e-06,0.000162564,"T2_vs_CTL","up"
"17432","TRINITY_DN28278_c0_g1_i1",-2.568715764,2.067452083,20.27208754,6.72e-06,0.000162988,"T2_vs_CTL","down"
"17433","TRINITY_DN30826_c0_g1_i1",2.70462425,1.859257974,20.25668069,6.77e-06,0.000164068,"T2_vs_CTL","up"
"17434","TRINITY_DN41788_c0_g1_i1",2.181725005,7.028251351,20.23916915,6.83e-06,0.000165338,"T2_vs_CTL","up"
"17435","TRINITY_DN59474_c0_g1_i1",-2.165736247,6.505581233,20.21916803,6.91e-06,0.000166834,"T2_vs_CTL","down"
"17436","TRINITY_DN58830_c0_g1_i2",2.515903609,2.31153789,20.18462195,7.03e-06,0.00016963,"T2_vs_CTL","up"
"17437","TRINITY_DN29270_c4_g1_i1",2.304718495,11.46918369,20.17567114,7.06e-06,0.000169918,"T2_vs_CTL","up"
"17438","TRINITY_DN43222_c0_g1_i1",2.169175985,5.923499649,20.17471259,7.07e-06,0.000169918,"T2_vs_CTL","up"
"17439","TRINITY_DN62792_c0_g1_i1",-2.684955904,1.643655966,20.17312116,7.07e-06,0.000169918,"T2_vs_CTL","down"
"17440","TRINITY_DN56513_c0_g1_i1",6.020830448,-0.508253478,20.17003,7.09e-06,0.000169949,"T2_vs_CTL","up"
"17441","TRINITY_DN55253_c0_g1_i3",3.934945483,0.049511428,20.15791009,7.13e-06,0.000170785,"T2_vs_CTL","up"
"17442","TRINITY_DN61664_c0_g1_i3",-3.738867759,-0.598464259,20.14790943,7.17e-06,0.00017127,"T2_vs_CTL","down"
"17443","TRINITY_DN39016_c0_g1_i1",-2.202052156,4.213753423,20.14701339,7.17e-06,0.00017127,"T2_vs_CTL","down"
"17444","TRINITY_DN56223_c0_g1_i1",2.160884656,6.085808237,20.13691459,7.21e-06,0.000171932,"T2_vs_CTL","up"
"17445","TRINITY_DN58064_c2_g1_i11",3.886396118,0.49349103,20.11855549,7.28e-06,0.000173343,"T2_vs_CTL","up"
